text,source,label
Mara papa nasha kar mojha or mama ko marta,youtube,
We need your help there was a qari who was harassing me by bell again and again and kicking the gate from outside <br><br>Multan pakistan<br>Buch villas jamia masjid,youtube,
Aur sab ke liye khushkhabari de di Hamari bahan aur shohar ki Shikayat Karen aur agale ghante Talaq na,youtube,
😢😢😢😢mere Ghar walon NY muj per zehni jismani tashdud Kia ab muj Anxiety Dipression OCD Ansomia Ka mareez Bana DIA hai😢😢😢😢Sara khandan bhi Mera sath na deta tha .ab maa baap to mar ge .ham 4 sisters Hain main subsey choti Hun plz muj koi bacha ley😢😢😢😢😢😢😢ye bohht batameezi krti Hain mere sath meri bimari Taj ni samjhti Jaan bojh kr,youtube,
Mari Sat farot Kya gya he plz ap Mary help Kari 🙂,youtube,
Case nhi Karna chahti bas susral walu sy sefty k liye k unhen notice b mil Jaye or mujy police office na Jana pary,youtube,
Naam bataane per sabhi faalto SSP ne complain honay ke baawajood kuchh nahi kiya yeh help karenge waaande,youtube,
Ami opesar jiinamm sehaie,youtube,
अच्छा तो फिर अपन तो हिंदुस्तानी है अपन को जेल भेजकर दिखा😅,youtube,
I love aysha,youtube,
Aap balalo hoo,youtube,
Gujrat ma service ha ?,youtube,
Mere husband Sy Boht preshan hn main,youtube,
Please hamari help Karen meri awaaz sahiba,youtube,
Phir hum aayeinge or sarkari tashaddut bhi aap per kareinge.. 😂,youtube,
Assalamualaikum May Bangladesh se bol raha hu mere sath Scam hu gya hai<br>Ek scammer Jo Multan may rehty hai<br><br>Name Ahmad <br>Mere Pakistani rupees may 279399 lay gya hai <br>Plz help,youtube,
پنجاب پولیس کی شکایت کہاں کریں ایک بیوی  تھانے جاتی ہے شوہر کے شوہر کے تشدد کی شکایت کرنے اور پولیس والے اسی وقت چھوڑ دیتے ہیں,youtube,
.. Aurat shikayat karke talaq ho jati hai phir rone lagti hai ke zulam hua hai.,youtube,
Api ap kaha sy hai mujy susral waly marny ki koshish kar rahy hai,youtube,
1815 is totally useless. I called they refused to help,youtube,
ye number dail nhi ho rha,youtube,
Yaaha pa Roz hota h par adrees nai arha batna mujhy thik,youtube,
Num hi nai lagta bhai,youtube,
ابے میرے منہ سے کچھ سنو گے یار کیا ب*<b>***</b> کال کرو تو کمپیوٹر بولتی ہے کہ نمبر کسی کے استعمال میں نہیں ہے,youtube,
Then remain out of home as well,youtube,
Lahor maveshi mandi mai parchi k extr charg kye ja rahy,youtube,
❤❤❤❤❤🎉❤🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤,youtube,
Name or pta k bgr ksy mumkin h,youtube,
Bewah KO Dewar or uski wife Ghar a k tashadud kren to Kya saza h,youtube,
Verbal abuse ki complaint ki jasakti hai?,youtube,
Plzzzz I need help contract no,youtube,
Madam mojy AP k number Chaya plzzz ma shaheen,youtube,
Physical harrasment k liye bataye please 😢,youtube,
Tom to mrway gi,youtube,
Sister mujhe abhi call ai hai ek number per call per harassment likha howa a raha tha,youtube,
Karachi ki service hai,youtube,
Hyderabad me hai service,youtube,
Is it for emotional abuse too?,youtube,
Tum log khud tashadud karte ho pehle khud to thik ho jao,youtube,
Rong call k ly help number kia hy,youtube,
NYC EXPALNATION SIR/ MAM ....... LOVE FROM INDIA🔵,youtube,
"Very clear guidelines how to deal with cyber harassment.  Wanna add that just like any other victim of cyber bullying, cyberbullied kids also experience anxiety, fear, depression, and low self-esteem. They also may  experience physical symptoms, and struggle academically..",youtube,
"<a href=""https://www.youtube.com/@KhaskheliSahab-gj6hy"">https://www.youtube.com/@KhaskheliSahab-gj6hy</a>",youtube,
Pakistani mujhe kumawat Pakistan se appeal karna hai mera gurda pata nahin nikala hai patni kitne mere kitne logon ne mere se bacche paida Karne ki dukaan bhi shamil hai mere sath jor jabardasti Kiya jata hai Maine aaj tak inko nuksan Nahin pahuncha nuksan karte Kabhi Kapoor dikha de n jaane mere Ghar mein aakar mujhe mara kare shor ko mara mere bacche ko pagal banaya lo banaya,youtube,
Youtube ko dekhna cyber crime yah logon ke gharon ko tabah karte logon ke sath Na karvate aur Na jaane chhote bacche paida Karne ki dukaan aur Na jaane courier koriya wale gane chin mein Pakistani Nahin hun tum log mujhe pareshan karte rahte ho sharm nahin aati tum logon k,youtube,
Bahi plz help me,youtube,
Please share your WhatsApp number. Thank,youtube,
Sab bakwas hai may aj hi syber se aya hon mara case son k kehtay do manth bad bulay gay do manth k andar kuch ho jay oska kon zimmaydar hoga kehta pata nahi,youtube,
Sir pls help,youtube,
Please help chahya,youtube,
Sir kia fia sa TikTok account k data nikal sakty hein humy Koy TikTok pa black male karha h bhot paryshn hein,youtube,
Main aapki meherbani jaunga agar aap is per Gaurav fikar karenge ummid karta Hun ki aapko bhi Rasool pak se mohabbat Hogi,youtube,
Mujhe complaint karni hai,youtube,
Agr shohr blackmail kry to?,youtube,
Sir plz help me 🥺🥺🥺🥺,youtube,
Sr agr ksi frody ki pic lga k Sath dhoke Baz frodi likh k lgana kesa ha or os ne application di ha mere Sath ye HOA ha Lekin wo ha b frody to Kya ho ga,youtube,
دھوکہ سے بینک اکاؤنٹ سے پیسے نکلوا لیے جائیں ۔۔؟؟؟,youtube,
Sir loan liya aor boht adda krti ai magr ab Jo liya us ph interest boht ha limit b km ha to is k Liye boht preshan hon kiya karon koi Hal bta sakty,youtube,
Mera Liye Dua Karo please 😭😭😭😭😭 sab Bhai bahan,youtube,
Sir agr koi puchy bagar  Kise ki simple  tsweer Kisi dosry ko send kry spacily larki ki to  Kon si dafa lgti h us py koi ASi dafa      b h kia,youtube,
Sir Meri Khala ka beta Nasha krta h Ghar walo p Zulm krta h Ghar walo ko sabko galiyan Deta h or sabko marny ki dhamkiyan Deta h Nasha krta h har waqt pesy mangta h koi Hal ho to baten achanak Ghar se bhagna parhta h JB Ghar m wo khanjar Nikal leta h or dhamkiyan Deta h,youtube,
Mai bht preshan hu  meri madad kre,youtube,
Assalamualaikum,youtube,
Sar pilc help me,youtube,
Sir help chaia ap ka numb chaia,youtube,
Kia hoga kuch ni hoga fia wly khud r kha jyn gy mrs 7000$ kl scam hoa zindgi ma phli br koi laa skta h 50/50 dnga tppr k kisi ma? Yha koi lawyer judge h koi nuram to ao.. Bs khali bty hota yha ao waha ao aisy kro wesy kro,youtube,
Help me sar,youtube,
Sir mujh ye puchna h mere shohr ki talak yafta phli bv h usky pas 2 bachy h wo har Roz hmy dhamki deti h bacho k hawaly se or laraiya krwati h kbi kehti m mrwa dungi tmhari bv ko kbi kehti h me chorongi ni ye ay Roz tmasha bngya h to aesy m qanoon Kya kehta h,youtube,
Sir plz help me plzzzzzzzzzz,youtube,
Y sab jut qasm Allah ki Mae ni ap ko Whatsapp pi msg kia apni block kia Allah ko qasm juti inshan,youtube,
Sir agar blackmailing karny wala dubai betha ho to?,youtube,
Pls help me mujhay say artifitial plants k paisay jazz cash main lay liye or ab jawab Nahi day Raha premium import k naam say hay face book per,youtube,
Sir hum se on line aik lakh rupees ka fraud hua h un logo ki sims bnd h bs WhatsApp on h un ko kesy pkry apne pesy kis trh niklway,youtube,
Good information ❤,youtube,
Sir help me,youtube,
Complaint krne k bad cyber crime wale complaint krne wale k ghr tu ni ate na,youtube,
Kya family ko btaye bagaire kam kr dete hain,youtube,
Crime Control,youtube,
Assalam o Alykum Sir hamain ak banda tang kr raha ha foj main ha hamari zameen py  qabza kr k betha ha,youtube,
Fia ma ma n what apps heak application de ha jma ka de lakin jawab ni ahe,youtube,
Sir agar age 18 se necha ho to keya kre 😢,youtube,
bhai koi apna friend ko ek din ka lia pgl banai aur kaha ka ma larki hu aur kuch nahi bhas apni identity ki hee batain kara too ya kiya cyber crime ma. ata ha matlab na issa koi damki di na koi blackmail kiya phirr bhi ya kiya cyber crime ma ata ha,youtube,
Ye nomber ghar walo ko tang karta hay,youtube,
Please sir help me,youtube,
Please help,youtube,
Plz anyone help me🥲,youtube,
Agr aap k pass sa data delete krwa dia gia ho to kia kran,youtube,
Sir g agar Kuch aysa ho k bnda Ghar na batana chahy to us ka kia Hal ha,youtube,
HELP ME PLEASE,youtube,
reply min please 🥺,youtube,
assalamualaikum sir,youtube,
Meri wife zabardasti mujhsy talaq lena cahrahe hai or blackmail bhi karrahy Hain un k ghar waaly ilzaam bhi lagarahy Hain...,youtube,
Assalamualaikum for any blackmailing issues you can contact me .,youtube,
"Been there, done that.<br><br><br><br><br>I uninstalled Instagram not because of the dark jokes, but because of the algorithm and the negative impacts that took me until September 2025, and never came back.",youtube,
"WHY, INSTAGRAM WHY 😭😭😭😭😭",youtube,
Instagram makes me happy for some reason,youtube,
I saw a comment saying &quot;Not my proudest nut😔✌&quot; on Instagram with a disabled kid dancing,youtube,
&quot;Too tight&quot; MAYBE SOLITARY CONFINEMENT IS TIGHT ENOUGH FOR YOU DIRTBAG,youtube,
Oster Montag. <br><br>What else needs to be said?,youtube,
&quot;not my proudest nuhhh&quot;,youtube,
Singing lady in wheelchair posts video<br><br>Tiktok comments: <br><br>Beautiful singing!<br>YOU&#39;RE ASTONISHING <br>wonderful!<br>You&#39;re amazing!<br><br>Instagram:<br><br>Put her in hot wheels competition 😭💔🙏<br>Just sybau 🥀✌️ <br>She sat next to Jesus in music school💀💔✌️<br>She witnessed the usa declare independence,youtube,
"for me<br>tiktok: too woke, cancels people for breathing, misinfo<br>insta:weird ass jokes<br>YouTube: friendly but a bit cringe sometimes",youtube,
As if TikTok is better.,youtube,
Someone pretend my comment is an Instagram comments section,youtube,
That’s what makes Instagram so great,youtube,
it aint like this anymore,youtube,
Hi <br>217 Reply<br>10minures ago,youtube,
INNIT!! Like I ain&#39;t ever going on Instagram again 😭💔,youtube,
Badically she traumatized herself by giving anything on instagram,youtube,
The background music is sending me to heaven,youtube,
&quot;Bro looks like Patrick Star&quot;,youtube,
Fr people on instagram will have you sighing up for therapy (I don’t have instagram),youtube,
heres the thing with insta comments its a gamble for dark jokes or people being making fun of others or disgusting vile claims or pedophilla,youtube,
TikTok is almost as bad,youtube,
That ain&#39;t true in Tiktok 🥀,youtube,
Well it&#39;s the same for TikTok because of the image feature because I heard they post unserious reaction images to Serious events also Heard TikTok joked about Junko Furuta(Search her up) and also apparently heard people want TWS over cutting bread,youtube,
We fail as a Human kind,youtube,
"Average Instagram experience<br>The post: something wholesome/cool, or even just a person having fun<br>The comments: the most awful, evil insults a person could think of, and overall stuff that makes you lose faith in humanity",youtube,
Instagram Gif &quot;Very tight&quot;,youtube,
"German things ,🥷, airplane and building,laugh at someone when they get hit by a truck😅",youtube,
Back when the internet launched a coalition against Instagram during the racism revolution,youtube,
TikTok has the worst hate comments when it comes to kpop 😭🫩✌🏻,youtube,
atleast instagram users have more common sense then tiktok,youtube,
Instagram comments make me feel ashamed to breathe the same air as those people 💔,youtube,
Yt - nice<br>Tt - middle but also nice<br>Ig - who can come up with the most diabolical comment,youtube,
This is why i prefer insta,youtube,
"Those kind of instagram users are just trash, nothing but a waste of your time.",youtube,
"If Mahito ever born irl, we should blame Instagram comments",youtube,
"Typically first thing one will see on something like that in the comments is, “Game is game” which to me is diabolical",youtube,
I haven&#39;t made an account for most social media platforms because of vile people like that.,youtube,
Instagram comments got these 4 things  <br>1. Insults/cyberbulling <br>2. Monitoring spirits <br>3. Racism <br>4. Death threats,youtube,
Girl - &quot;I have diabetes&quot;<br>Tiktok - &quot;aww im sorry hope tou feel better&quot;<br>Instagram - &quot;yea that checks out&quot;,youtube,
I once saw a top comment haters that I saw in one GH.s video,youtube,
It’s called instagram for a reason,youtube,
Imsta comments gotta be the most diabolical creatures on earth-,youtube,
Atleast we are not corny like you tiktok/yt shorts users,youtube,
&quot;Dear all trick or treaters&quot; the sum of Instagram comments,youtube,
"Snapchat is just as bad, and it’s full of Gen Alpha’s.",youtube,
Tiktok: Waw she’s so cute/ out of context reaction image<br>Instragram: If there’s a hole……,youtube,
THATS WHY I HATE INSTAGRAM BC THEY ALWAYS JOKING ABOUT dark stuff..,youtube,
"TRUE They are prejudiced, homophobic, xenophobic, racist, transphobic, disrespectful, and hypocritical.",youtube,
every social media is shit atp js play games and dont even open the comments,youtube,
I use it instagram im one of them nigga but im here because people keep on flaming yt so im here to see the shit,youtube,
youtube comments hate comments 75% nice comments 25%,youtube,
Bro said i will lick my fungus clean 😋,youtube,
It’s called instagram premium,youtube,
TikTok is NOT nice bro I&#39;ve seen cp in the stickers there and it&#39;s not even banned it&#39;s just sitting there,youtube,
Tiktok comments are way more different now,youtube,
who tf said gigga nga,youtube,
“🥷 Full Edition” 💀,youtube,
can you hurry the fuck up,youtube,
Ima stop uploading comments,youtube,
Yt short is the fking cringiest ass💔🥀,youtube,
Bro could beat up 5 cops,youtube,
Insta us diabolical 💀,youtube,
N🥷a looks like he’s on steroids,youtube,
One of em have Palestine pfp🥀😭🙏,youtube,
How much bank did he rob to get that much money 😭,youtube,
Instagram is better bro all there is on yt is just wholesome stuff,youtube,
I’m moving to ig 🥀,youtube,
Nga model y,youtube,
IG is better,youtube,
How much for the 🥷 pro max?,youtube,
&quot;🥷 deluxe&quot; 💀,youtube,
we found giganigga,youtube,
Did I just hear you say “TikTok” and “nice” in the same sentence?,youtube,
YouTube Comments: Just here 🥱,youtube,
Ye the all black fit💀,youtube,
&quot; 🥷🏿 premium&quot;😭😭,youtube,
"Chicken and powder, it’ll make you shit for more than a hour",youtube,
Somone Said What fit,youtube,
##### premium 😭😭😭,youtube,
Why are instagram comments are so racist,youtube,
Bro is wearing his color🫶🏿🫶🏿😍😍😍🥵,youtube,
Tiktok comments are ruthless now,youtube,
Tiktok is truly bad just not on actual good videos<br>Wait till you see black cosplayers,youtube,
&quot;giga 🥷🏿&quot;,youtube,
&quot;nga premium&quot; ✌️😭🥀,youtube,
Tiktok is NOT NICE 🥹✌️,youtube,
bro had the camera man laughing 🥀,youtube,
thinking being racist and vaguely offensive is considered &quot;funny&quot;,youtube,
‘TikTok is so nice 🥀,youtube,
At the moment I hack you😊,youtube,
&quot; You can probably guess &quot; is kinda like almost a rhyme,youtube,
You talk too much,youtube,
"Holy yapping, just go straight to the point 🙏",youtube,
Poblox rorn,youtube,
How you know he mexican💀,youtube,
&quot;🥷🏿deluxe&quot;😔✌️💀,youtube,
This post is so fuckin corny bruh 😂,youtube,
Tiktok is NOT NICE 💔💔,youtube,
nga deluxe fits him actually,youtube,
Positive comments on Instagram are Rare,youtube,
I spit out my apple juice Brooo 😭😭,youtube,
People from TikTok <br>👇,youtube,
Thats evil 😭,youtube,
&quot;NIGGAGANAMTARIGE&quot;<br><br>-Withered Bonnie in the 1800&#39;s,youtube,
A person in my class is black and was wearing a black sweater and someone said his sweater is the same as his skin thats racist 😭🥀🗿,youtube,
"Gusy pls dont laugh cus ther old and they cant speack proprly, and would you like if you were old and someone laugh at your voice",youtube,
"Im not tryna to laugh, but its too funny😭🙏",youtube,
GRANDMA COCO,youtube,
Bro im fucking CRINE 💀💀💀,youtube,
It&#39;s vacna,youtube,
HELP- I&#39;M TRYING TO SUPRESS MY LAUGHTER😭😭😭,youtube,
I already watched this vid 100.000.000.000.000.000.000.000.000.000 times already,youtube,
gng came out of the nun,youtube,
𝑀𝐸𝑀𝐸𝐴𝐺𝐴𝑇𝑂𝑁𝐺𝐴𝑀𝐼𝑇𝐸,youtube,
"Shit don’t pass, she came straight out of santas ass😂😂",youtube,
The last one sounded like a demogorgon,youtube,
The last one: MEDEDERANPAREEGEE,youtube,
&quot;Are they selling chocolate?&quot;,youtube,
WHO THE FLYING FISH SAID &quot;FETCH ME THEIR SOULS💔&quot;,youtube,
aur ye meri 101 achi hai na 😅😅😅,youtube,
this is rude..,youtube,
Her Ahh sounded like the nun,youtube,
I can stop laughing 🫢🫢ﷲ﷽,youtube,
NAH BRO THAT&#39;S INSANE 😂😂😂😂😂😭😭😂😭,youtube,
Wow wower . Nice spice even the devil will have a dislike,youtube,
They have to guilty must.,youtube,
